,Price,Levy,Manufacturer,Model,Category,Leather interior,Fuel type,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,Es_Turbo,Cilindrada,Antiguedad_Anios
14969,17562,1356.0,30,777,4,1,5,146218,8.0,0,0,4,0,1,0,0,4.6,12
14970,4234,584.0,20,471,9,1,5,111149,4.0,0,1,4,0,3,12,0,1.8,12
14971,28830,707.0,22,1259,4,1,1,104958,4.0,0,1,4,0,1,4,0,2.0,15
14972,35269,934.0,22,808,10,1,1,127027,4.0,0,1,4,0,14,4,0,2.5,11
14973,3136,1694.0,39,722,9,1,5,105427,6.0,0,1,4,0,3,12,0,4.0,10
14974,15524,1195.0,15,1369,6,0,1,107000,4.0,1,1,4,0,15,4,1,2.2,18
14975,13956,603.0,30,1203,4,1,2,143619,6.0,0,0,4,0,1,12,0,3.5,11
14976,34497,1215.82,27,1045,9,1,5,30000,4.0,2,1,4,0,14,0,0,2.4,9
14977,15994,1017.0,22,617,9,0,5,70795,4.0,0,1,4,0,14,12,0,2.0,9
14978,13658,687.0,22,617,9,1,5,115783,4.0,0,1,4,0,12,4,0,1.6,16
14979,17249,3743.0,4,1477,4,1,5,58000,8.0,2,0,4,0,2,8,0,4.6,23
14980,16935,761.0,55,1116,3,0,2,383528,4.0,2,1,4,0,14,8,1,1.8,16
14981,25089,753.0,22,1389,4,1,5,128000,4.0,2,0,4,0,7,8,0,2.4,14
14982,1646,645.0,55,1116,3,1,2,320064,4.0,0,1,4,0,12,12,0,1.8,15
14983,13799,1213.43,55,253,3,0,2,109000,4.0,0,1,4,1,1,2,0,1.5,13
14984,16621,1850.0,4,157,9,1,5,180000,6.0,2,2,4,0,12,8,1,3.5,18
14985,23533,2108.0,30,907,9,1,5,142669,4.0,0,1,4,0,1,4,0,4.6,17
14986,6272,1335.25,33,546,3,0,5,5000,4.0,0,0,4,1,11,4,1,0.3,23
14987,17249,4921.82,15,1369,2,0,1,230000,4.0,1,2,2,0,14,2,1,2.5,30
14988,25926,986.0,26,485,4,1,5,84918,4.0,0,1,4,0,12,4,0,2.4,16
14989,13328,640.0,15,725,9,1,2,91000,4.0,0,1,4,0,14,8,0,2.0,13
14990,5645,1182.05,60,200,4,1,5,64525,4.0,1,0,2,0,6,0,0,0.9,36
14991,6600,1930.92,34,310,9,0,0,206000,4.0,0,2,4,0,6,4,0,2.0,29
14992,37125,765.0,22,1389,4,1,1,111589,4.0,0,1,4,0,12,4,0,2.0,11
14993,23521,738.0,5,639,4,1,5,26954,4.0,0,1,4,0,1,8,1,1.4,9
14994,3763,1714.0,55,1348,9,1,5,174827,6.0,0,0,4,0,12,12,0,3.5,9
14995,1254,639.0,3,212,9,1,5,42395,4.0,0,0,4,0,7,0,0,2.0,12
14997,10349,658.0,40,503,3,0,1,181179,4.0,1,1,4,0,1,10,1,1.3,17
14998,23703,765.0,7,975,9,1,1,100069,4.0,0,1,4,0,14,4,0,2.0,11
14999,53580,765.0,51,1188,4,1,1,49253,4.0,0,1,4,0,7,4,0,2.0,11
15000,35000,1195.0,34,1315,6,1,1,250000,4.0,1,2,5,0,14,2,1,2.2,18
15001,9095,988.0,39,1359,9,1,5,157500,4.0,3,1,4,1,1,7,0,1.5,19
15002,18817,1296.0,55,425,9,0,5,192785,4.0,0,1,4,0,12,2,0,2.4,18
15003,16621,1058.0,55,425,9,1,5,132826,6.0,2,1,4,0,14,12,0,3.5,14
15004,20698,900.0,22,1286,9,0,5,65000,4.0,2,1,4,0,1,12,0,2.4,11
15005,29479,585.0,34,325,9,1,5,125000,6.0,2,2,4,0,2,12,1,1.8,13
15006,14113,3424.57,23,691,4,0,5,250000,8.0,2,0,4,0,1,0,0,4.5,22
15008,2274,247.0,20,854,3,1,2,149970,4.0,0,1,4,0,7,0,0,1.3,12
15010,11290,1590.9,40,264,2,0,1,111111,4.0,1,1,4,0,7,12,1,1.7,18
15011,15681,1423.61,40,264,3,0,1,187000,4.0,1,1,4,0,11,8,1,1.7,21
15012,9095,1348.59,39,1359,3,1,5,1810,4.0,3,1,4,1,1,8,0,1.8,20
15014,20385,640.0,15,347,3,1,2,232000,4.0,2,1,4,0,14,12,0,2.0,13
15016,11290,843.0,55,1116,3,0,2,165000,4.0,0,1,4,0,12,12,0,1.5,18
15018,27065,629.0,22,617,9,1,5,38914,4.0,0,1,4,0,7,4,0,1.6,11
15019,23207,528.0,39,886,4,0,5,28460,4.0,2,1,4,0,7,8,1,1.6,12
15021,32045,640.0,51,1188,4,1,1,152739,4.0,0,1,4,0,3,4,0,2.0,13
15022,8311,1255.25,39,1359,3,0,5,111111,4.0,0,1,4,1,11,0,0,1.5,21
15023,10036,1682.46,34,314,9,0,5,199000,4.0,0,2,4,0,1,9,0,2.0,26
15024,21953,642.0,27,1045,9,1,5,142400,4.0,2,1,4,0,1,11,1,2.0,14
15025,1019,382.0,7,1448,3,1,6,102379,4.0,0,1,4,0,2,12,0,1.5,9
15026,7840,1948.33,39,1463,10,0,0,147000,4.0,0,0,4,1,1,2,0,2.0,24
15027,18669,862.0,22,808,7,1,1,52686,4.0,0,1,4,0,12,4,0,2.5,15
15028,706,1850.0,34,587,9,1,1,122874,6.0,0,2,4,0,1,12,0,3.5,18
15029,15681,562.0,7,523,9,1,5,20800,4.0,0,2,4,0,1,6,1,1.4,11
15030,47042,1053.0,55,825,4,1,5,130000,6.0,2,0,4,0,14,12,0,3.5,12
15031,95000,769.0,34,1326,6,1,1,300000,6.0,1,2,2,0,14,4,1,2.2,15
15032,6272,1549.78,40,481,2,0,1,200000,4.0,1,1,2,0,14,2,0,1.7,25
15033,20297,583.0,22,617,9,1,5,104860,4.0,0,1,4,0,12,4,0,1.6,15
15035,1882,1211.0,4,1477,4,1,1,265210,6.0,0,0,4,0,1,0,0,3.0,16
15036,38737,1091.0,22,808,10,1,1,119552,4.0,0,1,4,0,12,4,0,2.5,10
15037,1176,1080.0,43,455,4,1,5,186282,6.0,0,0,4,0,14,12,0,3.6,12
15038,46728,1807.0,34,346,1,1,5,92483,8.0,0,2,2,0,7,12,0,6.2,14
15039,23521,891.0,22,617,9,0,5,67200,4.0,2,1,4,0,1,8,0,2.0,10
15040,6899,4018.64,4,151,9,1,5,185000,6.0,2,2,4,1,6,10,0,3.0,22
15041,2274,394.0,55,425,9,1,2,128739,4.0,0,1,4,0,6,12,0,2.5,12
15042,21326,308.0,55,1116,3,0,2,107200,4.0,0,1,4,0,7,16,0,1.8,12
15043,46919,1327.0,22,808,10,1,1,71689,4.0,0,1,4,0,7,4,0,2.5,8
15044,3136,781.0,55,425,9,1,2,159379,4.0,0,1,4,0,14,12,0,2.5,14
15045,27190,639.0,7,975,9,1,5,99807,4.0,0,1,4,0,1,4,0,2.0,12
15046,20385,900.0,22,1302,9,1,5,66000,4.0,2,1,4,0,1,12,0,2.4,11
15047,14113,474.0,7,523,9,0,5,184000,4.0,2,1,4,0,14,8,1,1.4,13
15049,15994,1104.0,4,1477,4,1,5,204461,6.0,0,0,4,0,14,0,0,3.0,11
15051,6899,4706.95,4,1477,4,1,0,200000,8.0,0,0,4,0,12,6,0,4.4,26
15052,7213,1229.49,33,549,3,0,0,185000,4.0,1,1,4,0,2,4,0,1.4,23
15053,10349,836.0,22,784,1,1,5,125126,4.0,0,1,4,0,1,4,0,2.0,16
15054,19598,663.0,22,1286,9,1,1,20796,4.0,0,1,4,0,14,4,0,1.7,11
15055,706,574.0,20,854,3,1,2,189571,4.0,0,1,4,0,12,0,0,1.3,16
15056,46728,934.0,55,1174,4,0,5,71104,4.0,0,0,4,0,14,6,0,2.5,11
15058,26613,833.0,7,446,4,1,1,69010,4.0,0,1,4,0,12,4,0,2.2,11
15059,38574,1055.73,34,1437,7,1,1,151245,4.0,2,2,4,0,12,6,1,2.2,17
15060,12849,893.0,22,617,9,1,5,134592,4.0,0,1,4,0,12,4,0,1.6,18
15062,21953,562.0,7,523,9,1,5,60800,4.0,2,2,4,0,12,12,1,1.4,11
15063,19757,5346.23,34,583,9,1,1,261086,6.0,2,2,4,0,1,12,1,3.2,23
15064,15681,891.0,22,1286,9,1,4,284490,4.0,0,1,4,0,12,4,0,2.0,10
15065,8154,5370.04,34,583,9,1,0,290000,6.0,2,2,4,0,1,10,1,3.2,28
15066,10986,687.0,22,834,3,1,5,157730,4.0,0,1,4,0,7,4,0,1.6,16
15067,20385,891.0,15,698,9,1,5,67680,4.0,0,1,4,0,12,12,0,2.0,10
15068,13454,862.0,22,808,7,1,1,85226,4.0,0,1,4,0,2,4,0,2.5,15
15069,23521,639.0,39,1269,7,1,2,70000,4.0,0,0,4,1,12,12,1,2.0,12
15070,7213,6410.91,24,1458,4,1,0,200000,6.0,0,0,4,1,1,2,0,3.2,26
15071,9722,1833.31,15,1369,6,0,1,0,4.0,1,1,4,0,11,2,1,2.0,23
15072,4547,1850.0,34,587,9,1,1,494317,6.0,0,0,4,0,1,12,0,3.5,18
15074,18189,640.0,15,352,9,1,2,174400,4.0,3,1,4,0,1,6,0,2.0,13
15075,8624,707.0,7,523,9,1,1,57857,4.0,0,1,4,0,11,4,0,2.0,15
15076,8781,1847.23,34,317,9,0,0,200000,4.0,1,2,4,0,1,12,0,2.3,26
15077,33243,1363.0,30,776,4,1,5,229334,8.0,0,0,4,0,1,0,0,4.6,14
15078,18189,586.0,55,493,9,0,5,74000,4.0,0,1,4,0,7,8,0,1.8,14
15079,13799,753.0,22,1297,9,1,2,147000,4.0,2,1,4,0,2,12,0,2.4,14
15080,29793,645.0,34,324,9,1,5,100000,4.0,0,2,4,0,1,12,1,1.8,15
15081,3200,1311.84,40,1356,1,0,5,247586,4.0,1,1,2,0,1,2,0,1.4,29
15082,21181,639.0,7,1056,4,1,1,180224,4.0,0,1,4,0,14,4,0,2.0,12
15083,3607,1399.0,30,607,9,1,5,126110,6.0,0,1,4,0,11,12,0,3.5,16
15084,73313,1076.0,22,1259,4,1,1,21844,4.0,0,1,4,0,7,4,0,2.0,6
15085,7840,4500.03,4,1477,4,1,4,244800,6.0,0,0,4,0,12,6,0,3.0,24
15086,8154,1593.41,40,264,10,0,5,220000,4.0,1,1,4,0,1,4,0,1.6,27
15087,15681,2882.26,34,958,4,1,4,170000,6.0,2,0,4,0,12,12,0,3.5,22
15088,10202,502.0,55,253,10,1,2,208533,4.0,0,1,4,0,12,4,0,1.5,13
15089,17249,640.0,58,1357,4,0,5,95000,4.0,2,1,4,0,12,12,1,2.0,13
15090,25716,532.81,36,507,3,1,5,100800,4.0,0,1,4,0,14,6,0,1.6,12
15091,51191,1017.0,20,471,9,1,5,5000,4.0,0,1,4,0,14,4,0,2.0,9
15092,4077,640.0,15,725,9,1,2,320554,4.0,0,1,4,0,14,0,0,2.0,13
15093,73131,784.0,20,471,1,1,5,19217,4.0,0,1,4,0,2,4,0,1.5,9
15094,16599,836.0,22,1286,9,1,5,209254,4.0,0,1,4,0,1,4,0,2.0,16
15095,1725,1363.0,34,958,4,1,1,180659,8.0,0,0,4,0,1,12,0,4.6,14
15096,62722,1635.77,4,1497,4,1,5,19200,6.0,2,0,4,0,14,0,1,3.0,18
15098,18817,777.0,55,425,9,1,5,104686,4.0,2,1,4,0,12,10,0,2.5,12
15099,43880,900.0,26,485,4,1,5,40715,4.0,0,1,4,0,14,4,0,2.4,11
15100,7213,924.0,55,1418,4,1,5,108398,4.0,0,0,4,0,12,12,0,2.7,15
15101,5018,779.0,55,425,9,1,2,190549,4.0,0,1,4,0,1,12,0,2.5,13
15102,16900,502.0,55,253,3,1,5,103017,4.0,0,1,4,0,8,4,0,1.5,13
15103,21012,781.0,55,425,9,1,5,84000,4.0,2,1,4,0,14,12,0,2.5,14
15104,25889,528.0,22,617,9,1,5,106724,4.0,0,1,4,0,14,4,0,1.6,12
15105,21326,353.0,55,1118,3,0,2,198400,4.0,3,1,4,0,14,6,0,1.8,11
15106,21326,781.0,55,425,9,1,5,90000,4.0,2,1,4,0,14,0,0,2.5,14
15107,13799,915.0,4,1477,4,1,1,230942,6.0,0,0,4,0,14,12,0,3.0,12
15108,18000,1552.0,55,1273,7,0,2,0,4.0,0,1,4,1,14,2,0,1.5,11
15109,27654,629.0,22,617,9,1,1,100247,4.0,0,1,4,0,14,4,0,1.6,11
15110,13946,502.0,55,253,3,1,2,113400,4.0,0,1,4,0,2,4,0,1.5,13
15111,549,585.0,55,493,9,1,5,170922,4.0,0,1,4,0,14,12,0,1.8,13
15112,784,586.0,34,324,9,1,5,259229,4.0,0,2,4,0,14,12,0,1.8,14
15113,43905,1249.0,55,1174,4,0,5,28800,4.0,2,0,4,0,14,16,0,2.5,9
15114,6272,2297.0,34,766,4,1,5,17584,8.0,0,0,4,0,1,0,0,5.5,10
15116,6000,2629.54,37,912,9,0,5,81000,4.0,0,1,4,0,11,8,0,2.0,24
15117,5802,1055.0,34,587,9,1,1,107800,6.0,0,2,4,0,7,12,0,3.5,13
15118,15053,5288.46,34,583,9,1,5,153000,6.0,0,2,4,1,12,10,0,3.2,23
15119,7213,1328.0,20,667,3,0,5,198000,4.0,3,1,4,1,12,2,0,1.3,22
15120,784,915.0,4,1477,4,1,5,145474,6.0,0,2,4,0,7,12,0,3.0,12
15121,29087,694.0,7,446,4,1,1,120309,4.0,0,1,4,0,14,4,0,2.2,12
15122,19121,531.0,22,617,9,1,5,180000,4.0,0,1,4,0,7,4,0,1.6,14
15123,9722,765.0,22,1286,9,1,4,271695,4.0,0,1,4,0,8,4,0,2.0,11
15124,8500,4593.69,34,27,6,0,1,2000,5.0,1,2,2,0,14,1,0,2.9,31
15125,22266,3329.42,37,544,4,1,0,208000,6.0,0,0,4,1,12,2,0,3.0,22
15126,10036,891.0,22,1286,9,1,4,354569,4.0,0,1,4,0,8,4,0,2.0,10
15127,57902,1079.0,22,1259,4,1,1,66790,4.0,0,1,4,0,1,4,0,2.0,8
15128,1019,1307.0,8,1368,9,1,5,0,6.0,0,1,4,0,7,12,0,3.6,11
15129,18503,645.0,55,1116,3,0,2,100000,4.0,3,1,4,0,14,8,0,1.8,15
15130,14113,1869.5,34,1432,7,0,1,0,4.0,1,2,5,0,14,4,1,2.2,21
15131,79971,798.0,34,949,4,1,1,52000,4.0,2,0,4,0,1,12,1,2.1,11
15132,3763,1850.0,34,958,4,1,1,366869,6.0,0,0,4,0,1,12,0,3.5,18
15133,14069,687.0,22,617,9,1,5,112417,4.0,0,1,4,0,12,4,0,1.6,16
15134,8311,502.0,20,471,9,1,2,144872,4.0,0,1,4,0,14,0,0,1.5,13
15135,1725,585.0,30,403,3,1,2,188194,4.0,0,1,4,0,1,0,0,1.8,13
15136,4600,1294.34,11,1354,4,0,5,221000,4.0,0,0,4,1,2,2,0,1.3,28
15137,17876,751.0,27,1045,9,1,2,146000,4.0,0,1,4,0,1,12,0,2.4,13
15138,784,781.0,15,645,4,1,2,95349,4.0,0,1,4,0,2,0,0,2.5,14
15139,1900,1362.25,58,790,9,0,0,30000,4.0,1,1,4,0,10,3,0,1.6,32
15140,6899,1632.27,40,264,2,0,1,11111,4.0,1,1,4,0,14,2,1,1.7,25
15141,7840,2510.85,15,1369,6,0,1,330000,4.0,1,1,4,0,14,0,0,2.0,23
15142,862,394.0,55,425,9,1,2,130478,4.0,0,1,4,0,14,12,0,2.5,12
15143,14583,876.6,48,1532,3,0,5,98000,4.0,2,1,4,0,2,8,0,1.8,17
15144,33243,639.0,22,1259,4,1,1,172137,4.0,0,1,4,0,14,4,0,2.0,12
15145,8154,642.0,15,698,9,0,5,111284,4.0,0,1,4,0,2,12,0,2.0,14
15146,18503,691.18,55,1116,9,0,5,13000,4.0,0,1,4,0,14,4,0,1.8,6
15147,12544,3204.18,15,1369,6,0,1,0,4.0,1,2,5,0,14,2,1,2.4,26
15148,12858,893.0,22,834,9,1,1,250000,4.0,1,1,4,0,1,8,1,1.6,18
15149,11450,501.0,55,253,3,1,5,133000,4.0,0,1,4,0,14,4,0,1.5,12
15150,12000,761.0,55,1116,9,1,2,239179,4.0,0,1,4,0,12,12,0,1.8,16
15151,8154,1304.52,39,1033,3,0,5,178000,4.0,0,1,4,1,5,4,0,1.5,21
15153,21953,3377.18,4,1477,4,1,5,155087,6.0,2,0,4,0,1,12,0,3.0,22
15154,26180,831.0,26,485,4,1,5,129776,4.0,0,1,4,0,14,4,0,2.4,15
15155,11290,586.0,22,617,9,0,5,204000,4.0,2,1,4,0,1,10,0,1.8,14
15156,7840,2277.26,39,1281,9,1,5,840000,6.0,2,2,4,1,12,8,0,2.5,25
15157,21012,1077.0,55,366,4,1,5,19834,4.0,0,1,4,0,12,12,0,2.0,7
15158,1019,1055.0,30,1203,4,1,2,138038,6.0,0,1,4,0,14,12,0,3.5,13
15159,21012,720.7903721585433,15,347,9,0,2,0,4.0,0,1,4,0,1,8,0,2.0,11
15160,16778,1024.0,22,808,7,1,1,77102,4.0,0,1,4,0,1,4,0,2.5,16
15161,45928,880.0,51,239,4,1,1,22918,4.0,0,1,4,0,14,4,0,1.6,8
15162,15367,1183.69,15,725,9,1,5,312000,4.0,0,1,4,0,12,6,0,2.5,17
15163,5645,1203.8,39,979,3,1,5,127000,4.0,0,1,4,1,13,6,0,1.2,23
15164,12231,1845.24,52,707,10,1,5,137000,4.0,2,0,4,1,14,8,1,2.0,21
15165,10036,1310.2,55,863,3,0,5,170000,4.0,0,1,4,1,14,4,0,1.5,21
15166,17942,583.0,22,617,9,1,5,141881,4.0,0,1,4,0,14,4,0,1.6,15
15167,17249,584.0,58,866,9,1,5,96000,4.0,2,1,4,0,14,4,1,1.8,12
15168,21953,1619.18,22,811,7,1,1,102000,4.0,0,2,4,0,1,2,1,2.5,19
15169,17158,836.0,22,1286,9,1,5,173856,4.0,0,1,4,0,7,4,0,2.0,16
15170,12858,586.215,20,854,3,0,2,145600,4.0,3,1,4,0,2,6,0,1.3,16
15172,7213,919.0,4,1477,4,1,1,274098,6.0,0,0,4,0,14,0,0,3.0,14
15173,627,1750.0,55,821,4,1,2,277405,6.0,0,0,4,0,7,12,0,3.3,18
15174,45787,1017.0,34,762,4,1,5,44995,4.0,0,0,4,0,1,0,0,2.0,9
15175,42337,779.0,55,282,9,1,2,51543,4.0,2,1,4,0,12,12,0,2.5,13
15176,20698,779.0,55,431,9,1,5,102000,4.0,2,1,4,0,2,10,0,2.5,13
15177,14113,765.0,22,1286,9,1,4,51865,4.0,0,1,4,0,12,4,0,2.0,11
15178,2509,1017.0,34,762,4,1,5,44477,4.0,0,1,4,0,2,0,0,2.0,9
15179,47989,971.0,51,1188,4,1,1,110170,4.0,0,1,4,0,1,4,0,2.2,10
15180,19444,650.0,7,523,9,0,5,61760,4.0,2,1,4,0,3,10,1,1.4,10
15181,14113,645.0,7,523,9,0,5,98580,4.0,0,1,4,0,2,9,0,1.8,15
15182,12000,792.9,20,667,3,0,2,155000,4.0,3,1,4,1,14,4,0,1.3,16
15183,9408,2496.55,39,1283,9,0,0,178000,6.0,2,2,4,1,14,12,0,2.5,21
15184,10349,2483.58,37,242,4,0,5,13000,4.0,2,0,4,0,14,2,0,2.4,23
15185,18503,503.0,55,1124,3,1,2,99922,4.0,2,1,4,0,14,12,0,1.5,14
15186,7213,2281.22,4,64,9,1,0,215000,4.0,1,2,4,0,2,6,0,1.9,26
15187,63850,1327.0,55,425,9,1,5,43381,4.0,2,1,4,0,14,12,0,2.5,8
15188,14454,530.0,22,617,9,1,4,223849,4.0,0,1,4,0,12,4,0,1.6,13
15189,11133,394.0,55,425,9,1,2,179381,4.0,0,1,4,0,1,12,0,2.5,12
15190,40142,1249.0,55,1174,4,0,5,28000,6.0,2,0,4,0,2,12,0,2.5,9
15191,17885,687.0,22,617,9,1,5,85576,4.0,0,1,4,0,12,4,0,1.6,16
15192,16621,1172.0,34,587,9,1,1,119379,6.0,0,0,4,0,12,12,0,3.5,15
15193,15367,862.0,39,1220,4,0,5,72000,4.0,0,0,4,0,3,8,0,2.5,15
15194,22894,765.0,4,1469,4,1,5,98162,4.0,2,0,4,0,1,12,0,2.0,11
15195,627,777.0,30,837,9,1,5,126021,6.0,0,2,4,0,14,12,0,2.5,12
15196,11917,1467.71,52,707,4,1,5,150000,4.0,0,0,4,1,14,4,0,2.0,20
15197,21953,751.0,27,1045,9,0,5,156800,4.0,0,1,4,0,1,8,0,2.4,13
15198,46534,1079.0,22,617,9,1,5,22016,4.0,0,1,4,0,7,4,0,2.0,8
15199,46728,1058.0,34,958,4,1,5,140600,6.0,2,0,4,0,14,12,0,3.5,14
15200,9252,919.0,34,587,9,1,1,171221,6.0,0,2,4,0,1,12,0,3.0,14
15201,15125,642.0,7,1056,4,1,1,201892,4.0,0,1,4,0,7,4,0,2.0,14
15202,11099,836.0,22,784,1,1,5,111849,4.0,0,1,4,0,14,4,0,2.0,16
15203,17876,697.0,22,617,9,0,5,115200,4.0,2,1,4,0,5,8,0,1.8,11
15204,36827,640.0,22,1259,4,1,1,171755,4.0,0,1,4,0,12,4,0,2.0,13
15205,7997,836.0,10,910,9,1,1,47221,4.0,0,1,4,0,1,4,0,2.0,16
15206,19924,836.0,22,1389,4,1,1,51227,4.0,0,1,4,0,7,4,0,2.0,16
15207,16305,562.0,14,119,3,1,5,64000,4.0,0,1,2,0,14,10,0,1.4,11
15208,10976,2878.84,39,1281,1,0,5,174000,6.0,2,2,2,1,7,6,0,3.5,22
15209,19579,503.0,55,253,3,1,5,31770,4.0,0,1,4,0,12,4,0,1.5,14
15210,1176,530.0,22,234,9,1,5,167915,4.0,0,1,4,0,11,12,0,1.6,13
15211,13172,994.0,55,1116,9,0,2,184000,4.0,3,1,4,0,11,6,0,1.8,18
15212,4704,1565.62,4,67,9,0,0,1000,4.0,1,2,4,0,2,0,0,1.8,29
15213,4861,1018.0,4,157,9,1,5,151099,6.0,0,0,4,0,3,12,0,3.0,15
15214,4632,419.0,39,979,3,1,5,89542,4.0,0,1,4,0,12,4,0,1.2,13
15215,5018,1624.0,34,587,9,1,1,109139,6.0,0,2,4,0,1,12,0,3.5,17
15216,10349,765.0,22,1286,9,1,4,86280,4.0,0,1,4,0,12,4,0,2.0,11
15217,24462,2427.7,29,922,4,1,1,220000,8.0,2,0,4,0,1,8,1,2.7,21
15218,21639,751.0,27,1054,9,1,2,89000,4.0,2,1,4,0,14,12,0,2.4,13
15219,3450,607.0,55,425,9,1,2,9626,4.0,0,1,4,0,1,12,0,2.5,7
15220,10976,1195.0,15,1369,2,1,1,220000,4.0,1,1,4,0,2,6,1,2.2,18
15221,15367,521.0,7,1448,3,1,6,360000,4.0,2,1,4,0,4,10,0,1.4,15
15223,47989,1017.0,22,1286,9,1,5,15470,4.0,0,1,4,0,7,4,0,2.0,9
15224,10349,1985.28,4,67,9,0,5,233600,6.0,2,2,4,1,12,6,0,2.0,22
15225,2352,586.0,22,617,9,1,5,0,4.0,0,1,4,0,1,12,0,1.8,14
15226,25089,2974.52,4,182,1,1,5,150000,8.0,2,2,2,0,7,8,0,4.8,19
15227,23521,751.0,22,1286,9,0,5,56000,4.0,2,1,4,0,7,8,0,2.4,13
15228,49864,640.0,34,373,9,1,5,80000,4.0,0,1,4,0,14,0,0,2.0,13
15229,2587,382.0,15,725,9,1,2,88795,4.0,0,1,4,0,1,0,0,2.0,11
15230,20385,900.0,22,1286,9,0,5,110000,4.0,2,1,4,0,3,10,0,2.4,11
15231,10663,1268.0,55,253,3,0,2,65000,4.0,3,1,4,1,7,4,0,1.5,14
15232,6586,1779.0,58,866,9,1,4,215000,6.0,2,1,4,0,12,0,1,1.8,24
15233,62722,1055.0,34,392,9,1,5,88000,6.0,2,2,4,0,12,10,0,3.5,13
15234,30640,1909.1,34,1432,7,1,1,250000,6.0,2,2,4,0,1,4,1,3.0,19
15235,21442,707.0,22,784,1,1,5,134000,4.0,0,1,4,0,1,4,0,2.0,15
15237,23521,1623.58,34,1432,7,0,1,226000,4.0,1,2,4,0,12,6,1,2.2,20
15238,549,289.0,15,645,4,1,2,451117,4.0,0,1,4,0,1,0,0,0.4,18
15240,13485,1950.7,34,43,9,1,5,210000,6.0,1,2,4,0,1,6,0,2.5,20
15241,18503,761.0,55,1116,3,1,4,280000,4.0,3,1,4,0,14,10,0,1.8,16
15242,8467,1578.83,55,461,1,0,5,167000,4.0,0,1,2,1,14,4,0,1.8,27
15243,784,781.0,15,645,4,1,2,95349,4.0,0,1,4,0,2,0,0,2.5,14
15244,5893,966.0,10,910,9,1,5,74429,4.0,0,1,4,0,14,4,0,2.0,17
15245,96915,1174.0,22,1259,4,1,1,8803,4.0,0,1,4,0,14,4,0,2.2,6
15246,15681,584.0,22,617,9,0,5,105000,4.0,0,1,4,0,2,6,0,1.8,12
15247,5645,1654.52,52,1257,8,0,5,888,3.0,1,0,2,1,14,2,0,0.7,29
15248,1490,779.0,7,975,9,1,5,164502,4.0,0,1,4,0,2,12,0,2.5,13
15249,13172,923.04,55,1116,9,0,2,0,4.0,0,1,4,0,12,6,0,1.6,18
15250,44890,891.0,22,1259,4,1,1,120923,4.0,0,1,4,0,14,4,0,2.0,10
15251,12388,629.0,22,235,3,0,5,74204,4.0,0,1,4,0,14,6,0,1.6,11
15252,37633,851.22,55,500,9,1,5,18000,4.0,2,1,4,0,12,12,0,1.8,8
15253,20385,862.0,55,425,9,0,5,105632,6.0,2,1,4,0,7,6,0,2.5,15
15254,5175,1055.0,34,958,4,1,5,192533,6.0,0,0,4,0,14,12,0,3.5,13
15255,17876,670.66,55,1124,3,0,2,43000,4.0,0,1,4,0,7,8,0,1.5,11
15256,42692,880.0,51,239,4,1,1,45494,4.0,0,1,4,0,14,4,0,1.6,8
15257,26657,749.0,22,1286,9,1,5,89600,4.0,2,1,4,0,1,12,0,2.4,12
15258,29793,891.0,22,617,9,0,5,33000,4.0,0,1,4,0,7,12,0,2.0,10
15259,47757,917.0,26,800,4,1,1,95403,4.0,0,1,4,0,1,4,0,3.0,13
15261,24775,781.0,55,425,9,1,2,82000,4.0,0,1,4,0,5,10,0,2.5,14
15262,29793,777.0,39,1220,4,1,5,68200,4.0,3,0,4,0,14,6,0,2.5,12
15263,18189,779.0,52,707,4,0,5,240000,4.0,2,0,4,0,6,10,0,2.5,13
15264,5175,687.0,7,523,9,1,5,91500,4.0,0,1,4,0,14,4,0,1.6,16
15265,11604,639.0,22,1286,9,1,4,291437,4.0,0,1,4,0,12,4,0,2.0,12
15266,19130,3362.36,37,544,7,0,5,169000,6.0,0,0,4,1,14,5,0,3.0,22
15269,5893,966.0,10,910,9,1,5,74429,4.0,0,1,4,0,14,4,0,2.0,17
15270,10349,639.0,22,1286,9,1,4,564538,4.0,0,1,4,0,14,4,0,2.0,12
15273,31361,5258.89,30,777,4,1,0,204000,8.0,0,0,4,0,1,8,0,4.7,23
15274,15367,382.0,15,725,9,0,2,100747,4.0,0,1,4,0,6,0,0,2.0,11
15276,45436,1327.0,22,808,10,1,1,45535,4.0,0,1,4,0,12,4,0,2.5,8
15277,15530,502.0,55,253,3,1,5,123700,4.0,0,1,4,0,1,4,0,1.5,13
15278,24462,586.0,55,1116,3,0,2,136000,4.0,3,1,4,0,7,8,0,1.8,14
15280,12858,843.0,44,997,2,1,1,17400,4.0,1,1,4,0,7,8,1,1.5,18
15281,5645,1139.85,20,667,3,0,5,67000,4.0,0,1,4,1,15,4,0,1.3,21
15282,22580,530.0,39,886,4,0,5,74954,4.0,1,1,4,0,14,8,1,1.6,13
15284,24775,3495.86,4,1477,4,1,1,200000,2.0,1,0,4,0,12,12,1,3.0,21
15285,44843,1091.0,22,808,10,1,1,110846,4.0,0,1,4,0,7,4,0,2.5,10
15286,2822,481.0,15,725,9,1,2,79578,4.0,0,1,4,0,1,12,0,2.0,9
15287,10036,1512.04,29,719,4,1,4,180000,4.0,1,0,4,0,1,6,0,1.8,22
